status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,openfda.application_number,openfda.brand_name,openfda.generic_name,openfda.manufacturer_name,openfda.product_ndc,openfda.product_type,openfda.route,openfda.substance_name,openfda.rxcui,openfda.spl_id,openfda.spl_set_id,openfda.package_ndc,openfda.is_original_packager,openfda.unii,more_code_info,openfda.upc,openfda.nui,openfda.pharm_class_moa,openfda.pharm_class_epc,openfda.pharm_class_cs,openfda.original_packager_product_ndc,openfda.pharm_class_pe,clean_description
Terminated,Glasgow,KY,United States,Class II,Drugs,76627,Amneal Pharmaceuticals LLC,118 Beaver Trl,,42141-1273,Voluntary: Firm initiated,Letter,Nationwide within the US and PR,D-0693-2017,"Rabeprazole Sodium Delayed Release Tablets, 20 mg, a) 30-count bottle (NDC 65162-0724-03), b) 90-count bottle (NDC 65162-0724-09), Rx Only, Manufactured by Amneal Pharmaceuticals Pvt. Ltd., Ahmedabad INDIA 382220, Distributed by Amneal Pharmaceuticals, Bridgewater, NJ 08807","105,215 Bottles",Failed Dissolution Specifications,20161212,20170502,20190411,20170510,"Lot #: a) AR151324, AR151322, AR151325,  Exp. 9/2017; AR160730A, AR160731A, AR160732A, Exp. 05/2018.  b) AR151324, AR151322, AR151325, Exp. 9/2017; AR160730B, 5/2018.",,,,,,,,,,,,,,,,,,,,,,,"rabeprazole sodium delayed release tablets, 20 mg, a) 30-count bottle (ndc 65162-0724-03), b) 90-count bottle (ndc 65162-0724-09), rx only, manufactured by amneal pharmaceuticals pvt. ltd., ahmedabad india 382220, distributed by amneal pharmaceuticals, bridgewater, nj 08807"
Terminated,Libertyville,IL,United States,Class I,Drugs,87436,A-S Medication Solutions LLC.,2401 Commerce Dr,N/A,60048-4464,Voluntary: Firm initiated,N/A,Nationwide in the USA,D-0358-2021,"Acetaminophen, Extra Strength, Aspirin Free, 500 MG Tablets, 100-count bottles, Mfr: Major Pharmaceuticals, Livonia, MI 48152; Packaged Exclusively By: A-S Medication Solutions LLC, Libertyville, IL 60048, Product # 6967-0;  NDC: 50090-5350-0; contained within Health Essentials Kit, Kit Contains: 1 bottle hand sanitzer, 1 reusable face mask, 1 bottle Acetaminophen 500 mg, 1 bag cough drops, 1 digital thermometer, 50 disposable gloves.","201,600 kits","Labeling: Label Mix-up; The bottle of over-the-counter Acetaminophen 500mg Extra Strength, 100 count, included in Health Essential Kits, labeled incorrectly with a prescription drug label instead of an OTC drug label.",20210302,20210430,20250423,20210512,"Lots 323206, 323207, 323208, 335353, 335354, 335355, 335356, 335358, 335359,335360, 335361, 335362, 335395, 352116, Expiry 7/31/2022; 323209, 323210, 323211, 323212, 323213, 323214, 323215, 323216, 323218, 323219, 323220, 323222, 323223, 323224, 323238, 335363, 335364, 335365, 335366, 335367, 335368, 335369, 335370, 335371, 335372, 335373, 335374, 335375, 335376, 335377, Expiry 8/31/2022",['M013'],['ACETAMINOPHEN'],['ACETAMINOPHEN'],['A-S Medication Solutions'],['50090-5350'],['HUMAN OTC DRUG'],['ORAL'],['ACETAMINOPHEN'],['198440'],['987708d0-122e-47da-8591-0a0ea7979aad'],['c4f0f591-8501-4c6d-bf8e-ca3068ff65b5'],"['50090-5350-0', '50090-5350-1']",,['362O9ITL9D'],,,,,,,['0904-6730'],,"acetaminophen, extra strength, aspirin free, 500 mg tablets, 100-count bottles, mfr: major pharmaceuticals, livonia, mi 48152; packaged exclusively by: a-s medication solutions llc, libertyville, il 60048, product # 6967-0;  ndc: 50090-5350-0; contained within health essentials kit, kit contains: 1 bottle hand sanitzer, 1 reusable face mask, 1 bottle acetaminophen 500 mg, 1 bag cough drops, 1 digital thermometer, 50 disposable gloves."
Completed,Aquebogue,NY,United States,Class II,Drugs,83265,"Altaire Pharmaceuticals, Inc.",311 W Ln,PO Box 849,11931-0849,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",U.S.A. Nationwide,D-0396-2020,"CVS Health Lubricant Eye Drops Multi-Symptom Eye Relief, Sterile, 0.5 fl. oz. (15 mL), Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",222096 units,Lack of Assurance of Sterility,20190702,20191115,,20191127,18043 2/20  18115 5/20  18300 12/20  18300 12/20  18116 5/20  18115 5/20  18044 2/20  18043 2/20,,,,,,,,,,,,,,,,,,,,,,,"cvs health lubricant eye drops multi-symptom eye relief, sterile, 0.5 fl. oz. (15 ml), distributed by: cvs pharmacy inc., one cvs drive, woonsocket, ri 02895"
Terminated,Woburn,MA,United States,Class II,Drugs,72947,"Safecor Health, LLC",317 New Boston St,N/A,01801-6231,Voluntary: Firm initiated,Letter,NJ,D-0661-2016,"Haloperidol Oral Solution, USP (Concentrate) 2 mg/mL 15 mL  amber bottle, Rx Only,  Manufactured by Silarx Pharmaceuticals Inc. Carmel, NY 10512, Packaged by Safecor Health, Woburn, MA 01801, NDC 54838-0501-40.","3,532 amber bottles",Defective Container: Confirmed customer complaints of leaking bottles.,20150302,20160211,20160225,20160217,Lot #846881; Exp 01/16,,,,,,,,,,,,,,,,,,,,,,,"haloperidol oral solution, usp (concentrate) 2 mg/ml 15 ml  amber bottle, rx only,  manufactured by silarx pharmaceuticals inc. carmel, ny 10512, packaged by safecor health, woburn, ma 01801, ndc 54838-0501-40."
Ongoing,Columbia,MO,United States,Class II,Drugs,92348,"Apollo Care, LLC",3801 Mojave Ct Ste 101,N/A,65202-4042,Voluntary: Firm initiated,Letter,Missouri only,D-0647-2023,"VANComycin 1.5g added to 250 mL of 0.9% Sodium Chloride Injection, Rx only, Apollo Care, LLC, 3801 Mojave Ct., Suite 101, Columbia, MO 65202. NDC 71170-184-25",646 bags,Lack of Assurance of Sterility,20230502,20230518,,20230524,"Lot #: AC-016633, Exp. Date 05/24/2023; AC-016651, Exp. Date 07/22/2023",,,,,,,,,,,,,,,,,,,,,,,"vancomycin 1.5g added to 250 ml of 0.9% sodium chloride injection, rx only, apollo care, llc, 3801 mojave ct., suite 101, columbia, mo 65202. ndc 71170-184-25"
Terminated,Commerce,CA,United States,Class I,Drugs,63916,"Performance Plus Marketing, Inc.",5560 E 61st St,,90040-3406,Voluntary: Firm initiated,Telephone,Nationwide,D-334-2013,"BLUE Diamond Pill, supplied in 1, 5 and 10 count blister packs, Male Sexual Enhancement, Distributed By: DH Distribution Los Angeles, CA 90026.    1 count blister:  UPC 705105524764,  5 count blister: UPC 736211124012,  10 count blister:  UPC 736211123916.","213,000 capsules","Marketed Without an Approved NDA/ANDA: product may contain undeclared sildenafil, tadalafil and analogues of these FDA approved active ingredients, making them unapproved drugs",20121217,20130516,20131114,20130522,"1 count blister:  Lot# 01M0412, Exp: 04/15, and Lot#91782, Exp: 01/14.  5 count blister: Lot# 05M0412, Exp: 04/15;   10 count blister:  Lot# 10M0412, Exp: 04/15.",,,,,,,,,,,,,,,,,,,,,,,"blue diamond pill, supplied in 1, 5 and 10 count blister packs, male sexual enhancement, distributed by: dh distribution los angeles, ca 90026.    1 count blister:  upc 705105524764,  5 count blister: upc 736211124012,  10 count blister:  upc 736211123916."
Terminated,Highland,NY,United States,Class II,Drugs,89334,"ULTRAtab Laboratories, Inc.",50 Toc Dr,N/A,12528-1506,Voluntary: Firm initiated,Letter,Bulk product was distributed to 3 distributors who may have distributed finished product.,D-0547-2022,"Migrenol Caplet (Acetaminophen 500 mg, Caffeine 65 mg) Bulk Container, ULTRAtab Laboratories, Inc., Highland, NY  NDC 62959-565-00","990,197 tablets",CGMP Deviations,20220126,20220209,20250107,20220216,Product Codes: M565L  Bulk Lots: 19F014,,,,,,,,,,,,,,,,,,,,,,,"migrenol caplet (acetaminophen 500 mg, caffeine 65 mg) bulk container, ultratab laboratories, inc., highland, ny  ndc 62959-565-00"
Terminated,Asheville,NC,United States,Class I,Drugs,80601,King Bio Inc.,3 Westside Dr,N/A,28806-2846,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide, Canada, and Australia.",D-0971-2019,"Dr. King's SafeCare Rx Allergies Pacific U.S. Homeopathic, 2 fl oz (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806 USA, UPC 357955260820, NDC 57955-2717-2",422 bottles,Microbial contamination,20180720,20190308,20220119,20190320,Lots: 030518R Exp. 03/20; 062415F Exp. 06/18; 072015B Exp. 07/18,,['ALLERGIES PACIFIC U.S.'],"['ADENOSINUM CYCLOPHOSPHORICUM, ADRENALINUM, ADRENOCORTICOTROPHIN (30X, 100X), ALFALFA, ALLIUM CEPA, ARUM TRIPH, ARUNDO MAURITANICA, BELLIS, CONIUM, CORTISONE ACETICUM, EQUISETUM HYEM, EUPHRASIA, FAGOPYRUM, GALPHIMIA, HISTAMINUM HYDROCHLORICUM, KALI MUR, MILLEFOLIUM, NAT MUR, PRUNUS SPIN, RNA, SABADILLA, SOLIDAGO']",['King Bio Inc.'],['57955-2717'],['HUMAN OTC DRUG'],['ORAL'],"['ACHILLEA MILLEFOLIUM WHOLE', 'ADENOSINE CYCLIC PHOSPHATE', 'ARISAEMA TRIPHYLLUM ROOT', 'ARUNDO PLINIANA ROOT', 'BELLIS PERENNIS WHOLE', 'CONIUM MACULATUM FLOWERING TOP', 'CORTICOTROPIN', 'CORTISONE ACETATE', 'EPINEPHRINE', 'EQUISETUM HYEMALE WHOLE', 'EUPHRASIA STRICTA', 'FAGOPYRUM ESCULENTUM WHOLE', 'GALPHIMIA GLAUCA FLOWERING TOP', 'HISTAMINE DIHYDROCHLORIDE', 'MEDICAGO SATIVA WHOLE', 'ONION', 'POTASSIUM CHLORIDE', 'PRUNUS SPINOSA FLOWER BUD', 'SACCHAROMYCES CEREVISIAE RNA', 'SCHOENOCAULON OFFICINALE SEED', 'SODIUM CHLORIDE', 'SOLIDAGO VIRGAUREA FLOWERING TOP']",,['7ea2ba43-9c1b-4ac6-87fd-d77c348dedb4'],['8c69ed26-df3b-4210-aa83-a80e8eef5771'],"['57955-2717-2', '3579552608']",[True],"['2FXJ6SW4PK', 'E0399OZS9N', 'DM64K844DM', 'ZXE7LB03WC', '2HU33I03UY', 'Q28R5GF371', 'K0U68Q2TXA', '883WKN7W8X', 'YKH834O4BH', '59677RXH25', 'C9642I91WL', 'B10M69172N', '93PH5Q8M7E', '3POA0Q644U', 'DJO934BRBD', '492225Q21H', '660YQ98I10', '53Y84VPS2W', 'J17GBZ5VGX', '6NAF1689IO', '451W47IQ8X', '5405K23S50']",,['357955260820'],"['M0000499', 'N0000175941', 'N0000000209', 'N0000000245', 'N0000175552', 'N0000175555', 'N0000175570', 'M0003647', 'N0000185371', 'N0000175629', 'N0000184306', 'M0000728', 'M0006342', 'M0022575']","['Adrenergic alpha-Agonists [MoA]', 'Adrenergic beta-Agonists [MoA]']","['Adrenocorticotropic Hormone [EPC]', 'alpha-Adrenergic Agonist [EPC]', 'beta-Adrenergic Agonist [EPC]', 'Catecholamine [EPC]', 'Non-Standardized Food Allergenic Extract [EPC]']","['Adrenocorticotropic Hormone [CS]', 'Catecholamines [CS]', 'Allergens [CS]', 'Dietary Proteins [CS]', 'Vegetable Proteins [CS]']",,"['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']","dr. king's safecare rx allergies pacific u.s. homeopathic, 2 fl oz (59 ml), king bio, inc., 3 westside dr. asheville, nc 28806 usa, upc 357955260820, ndc 57955-2717-2"
Terminated,Cranbury,NJ,United States,Class III,Drugs,79145,"Sun Pharmaceutical Industries, Inc.",270 Prospect Plains Rd,,08512-3605,Voluntary: Firm initiated,Letter,Nationwide,D-0417-2018,"Azelastine HCl Nasal Solution (Nasal Spray) 0.1% (137 mcg per spray), 30 mL, Rx only, Distributed by: Sun Pharmaceutical Ind. Inc. Cranbury, NJ 08512 Manufactured by: Sun Pharmaceutical Ind. Ltd. Halol-Baroda Highway, Halol - 389 350, Gujarat, India --- NDC 47335-779-91",17554 bottles,"Sun Pharmaceutical is recalling Azelastine HCl Nasal Solution, 0.1% (30 mL Bottle) following a failure to meet the % RSD requirement in the test for Droplet Size during the 6 month long term stability test station",20180205,20180213,20190311,20180221,JKR7706A December 2018  JKR7705A November 2018,['ANDA090423'],['AZELASTINE HYDROCHLORIDE'],['AZELASTINE HYDROCHLORIDE'],"['Sun Pharmaceutical Industries, Inc.']",['47335-779'],['HUMAN PRESCRIPTION DRUG'],['NASAL'],['AZELASTINE HYDROCHLORIDE'],['1797867'],['09652cb1-7315-4188-9f36-4e2b50fb764d'],['305c6dc8-8247-473d-9975-b02903af6d53'],['47335-779-91'],[True],['0L591QR10I'],,,,,,,,,"azelastine hcl nasal solution (nasal spray) 0.1% (137 mcg per spray), 30 ml, rx only, distributed by: sun pharmaceutical ind. inc. cranbury, nj 08512 manufactured by: sun pharmaceutical ind. ltd. halol-baroda highway, halol - 389 350, gujarat, india --- ndc 47335-779-91"
Terminated,Waterford,MI,United States,Class II,Drugs,79149,American Pharmaceutical Ingredients LLC,6650 Highland Rd Ste 302,N/A,48327-1665,Voluntary: Firm initiated,Letter,Nationwide within USA.,D-0481-2018,"Cyclobenzaprine HCl USP for prescription compounding, packaged in a) 25g (NDC 58597-8011-4), b)100g (NDC 58597-8011-6); c) 500 g (NDC 58597-8011-7); d)1000g (NDC 58597-8011-8), RX only, packed by American Pharmaceutical Ingredients, LLC 6650 Highland Road, Waterford, MI 48327",123900 g,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,20180209,20180222,20191202,20180228,"Lot #: a) 081715-1, Exp. 2/29/2020; b) 010615-1, Exp. 6/30/2019; 051616-1, Exp.11/30/2020; 081715-1, Exp. 2/29/2020; CBP1307004BVP-4102015, Exp. 4/30/2018; c) 010615-1, Exp. 6/30/2019; 081715-1, Exp. 2/29/2020  d) 010615-1, Exp. 6/30/2019; 051616-1, Exp.11/30/2020; 081715-1, Exp. 2/29/2020; 081715-2, Exp. 2/29/2020;",,,,,,,,,,,,,,,,,,,,,,,"cyclobenzaprine hcl usp for prescription compounding, packaged in a) 25g (ndc 58597-8011-4), b)100g (ndc 58597-8011-6); c) 500 g (ndc 58597-8011-7); d)1000g (ndc 58597-8011-8), rx only, packed by american pharmaceutical ingredients, llc 6650 highland road, waterford, mi 48327"
Terminated,Harriman,NY,United States,Class II,Drugs,71494,Life Science Pharmacy Inc,144 Route 17m Ste 4,,10926-3321,Voluntary: Firm initiated,Telephone,Nationwide,D-0504-2016,"TRI-EST Gels, Rx, compounded by Life Science Pharmacy Inc., Harriman, NY",unknown,Penicillin Cross Contamination: potentially contaminated with penicillin,20150608,20151202,20180611,20151209,All lots,,,,,,,,,,,,,,,,,,,,,,,"tri-est gels, rx, compounded by life science pharmacy inc., harriman, ny"
Terminated,Southfield,MI,United States,Class II,Drugs,65876,"Beacon Hill Medical Pharmacy, P.C.",18161 W 13 Mile Rd,Suite A1,48076-1113,Voluntary: Firm initiated,Telephone,USA nationwide,D-969-2013,"HYDROXOCOBALAMIN (VITAMIN B12A) 1 MG/ML INJECTABLE, all presentations, FOR INTRAVENO and SQ USE ONLY, STERILE, RX ONLY, Compounded by Beacon Hill Medical Pharmacy PC, dba Rxtra Solutions, Southfield, MI",N/A,Lack of Assurance of Sterility; FDA inspectional findings resulted in concerns associated with quality control procedures that impacted sterility assurance,20130726,20130910,20140718,20130918,"01042013@16, 02262013@21, 03072013@9, 03042013@23, 07022013@36  07252013@18",,,,,,,,,,,,,,,,,,,,,,,"hydroxocobalamin (vitamin b12a) 1 mg/ml injectable, all presentations, for intraveno and sq use only, sterile, rx only, compounded by beacon hill medical pharmacy pc, dba rxtra solutions, southfield, mi"
Terminated,Bristol,TN,United States,Class II,Drugs,82554,"Anderson Compounding Pharmacy, Inc. DBA Anderson Compounding Pharmacy",Attn: Cleve Anderson,310 Bluff City Hwy,37620-4602,Voluntary: Firm initiated,Letter,Nationwide,D-1160-2019,"Heparin 2 mL/Lidocaine 2%-10 mL/Sodium Bicarbonate 8.4%-5mL/ Sterile Water 10 mL, Anderson Compounding Pharmacy 310 Bluff City Hwy, Bristol, TN.",6 syringes,Lack of sterility assurance.,20190402,20190418,20210924,20190424,All Lots,,,,,,,,,,,,,,,,,,,,,,,"heparin 2 ml/lidocaine 2%-10 ml/sodium bicarbonate 8.4%-5ml/ sterile water 10 ml, anderson compounding pharmacy 310 bluff city hwy, bristol, tn."
Terminated,N Hollywood,CA,United States,Class II,Drugs,71205,"Advanced Physician Solutions, Inc.",7225 Fulton Ave,,91605-4111,Voluntary: Firm initiated,Letter,Nationwide,D-1100-2015,"HYDROXYZINE HYDROCHLORIDE (STERILE WATER) (10ML VIAL) 25MG/ML INJECTABLE, Advanced Compounding Pharmacy, 7225 Fulton Ave., North Hollywood, CA 91605",2 vials,Lack of Assurance of Sterility,20150518,20150528,20151116,20150603,All lots,,,,,,,,,,,,,,,,,,,,,,,"hydroxyzine hydrochloride (sterile water) (10ml vial) 25mg/ml injectable, advanced compounding pharmacy, 7225 fulton ave., north hollywood, ca 91605"
Ongoing,Navi Mumbai,,India,Class I,Drugs,93357,Kilitch Healthcare India Limited,R - 904 905 T T C Industrial Road,,N/A,Voluntary: Firm initiated,Press Release,Nationwide within the United States,D-0311-2024,"Up&Up brand dry eye relief (Carboxymethylcellulose 0.5%) packaged in 0.5 FL OZ (15 mL) each bottles (Twin Pack), Distributed by: Target Corporation Minneapolis, MN 55403, NDC 76168-800-30","137,544 bottles",Non-Sterility,20231113,20240205,,20240214,All lots,,,,,,,,,,,,,,,,,,,,,,,"up&up brand dry eye relief (carboxymethylcellulose 0.5%) packaged in 0.5 fl oz (15 ml) each bottles (twin pack), distributed by: target corporation minneapolis, mn 55403, ndc 76168-800-30"
Terminated,Asbury Park,NJ,United States,Class II,Drugs,78991,Flawless Beauty LLC,1215 Main St,N/A,07712-5940,Voluntary: Firm initiated,Press Release,Product was distributed U.S.A. nationwide.,D-0325-2018,Relumins Vitamin C Solvent ampules,N/A,"Marketed Without An Approved NDA/ANDA: Flawless Beauty, LLC is voluntarily recalling all lots of different products sold individually or as part of multi-unit kits in accordance with Consent Decree of Permanent Injunction ordered by the United States District Court due to misbranding and unapproved new drugs pursuant to the FD&C Act.",20180119,20180205,20180913,20180214,all lots,,,,,,,,,,,,,,,,,,,,,,,relumins vitamin c solvent ampules
Terminated,Biloxi,MS,United States,Class II,Drugs,79671,"Coastal Meds, LLC.",1759 Medical Park Dr Ste C,N/A,39532-2154,Voluntary: Firm initiated,E-Mail,Nationwide in the USA,D-0720-2018,"LIPO-B Injectable-30 mL MDV Coastal Meds LLC 1759 Medical Park Dr., Ste C Bioloxi, MS 39532",3959 vials,Presence of Particulate matter. Recall due to presence of unknown particulate matter.,20180405,20180509,20201124,20180502,Lots: LB/100517 Discard by  4/3/2018; LB/111717 Discard by 5/16/2018; LB/120717 Discard by 6/5/2018; LB/010418 Discard by 7/3/2018; LB/012618 Discard by 7/25/2018; LB/022118 Discard by 8/20/2018; CALB/012918 Discard by 3/30/2018; CALB/021218 Discard by 4/13/2018,,,,,,,,,,,,,,,,,,,,,,,"lipo-b injectable-30 ml mdv coastal meds llc 1759 medical park dr., ste c bioloxi, ms 39532"
Ongoing,Tarrytown,NY,United States,Class II,Drugs,94646,Regeneron Pharmaceuticals Inc,777 Old Saw Mill River Rd,,10591-6717,Voluntary: Firm initiated,Letter,USA nationwide.,D-0531-2024,"EYLEA, (aflibercept) Injection, For Intravitreal injection, 2 mg (0.05mL of a 40mg/mL solution), Single-dose Pre-filled Glass Syringe, Rx only, Manufactured by: Regeneron Pharmaceuticals, Inc., 777 Old Saw Mill River Road, Tarrytown, NY 10591, NDC 61755-005-01, NDC (sample lot)  61755-005-54","405,725 Prefilled syringes",Lack of Assurance of Sterility: Complaints of syringe breakage,20240515,20240530,,20240605,"Lot #  8231500321, Exp. date Oct-24 8231500335, Exp. date Jan-25 8231500333, Exp. date Jan-25 8231500334, Exp. date Jan-25 8231500339, Exp. date Jan-25 8231500347, Exp. date Jan-25 8231500336, Exp. date Jan-25 8231500337, Exp. date Jan-25 8231500340, Exp. date Jan-25 8268700014 (sample lot) exp. date Jan-25",['BLA125387'],['EYLEA'],['AFLIBERCEPT'],"['Regeneron Pharmaceuticals, Inc.']",['61755-005'],['HUMAN PRESCRIPTION DRUG'],['INTRAVITREAL'],['AFLIBERCEPT'],"['1232154', '1232159', '2693564', '2693567']",['10b670d6-52e0-4eba-953b-c839ffb98014'],['f96cfd69-da34-41ee-90a9-610a4655cd1c'],"['61755-005-02', '61755-005-55', '61755-005-01', '61755-005-54', '8231500321', '8231500335', '8231500333', '8231500334', '8231500339', '8231500347', '8231500336', '8231500337', '8231500340', '8268700014']",[True],['15C2VL427D'],,['258231500336'],"['N0000193543', 'N0000193542']",['Vascular Endothelial Growth Factor Inhibitors [MoA]'],['Vascular Endothelial Growth Factor Inhibitor [EPC]'],,,,"eylea, (aflibercept) injection, for intravitreal injection, 2 mg (0.05ml of a 40mg/ml solution), single-dose pre-filled glass syringe, rx only, manufactured by: regeneron pharmaceuticals, inc., 777 old saw mill river road, tarrytown, ny 10591, ndc 61755-005-01, ndc (sample lot)  61755-005-54"
Terminated,Florence,KY,United States,Class II,Drugs,68950,HLI dba Humphreyline Inc,8080 Production Dr,N/A,41042-3028,Voluntary: Firm initiated,Letter,"Kentucky, Maryland, and Virginia.",D-1518-2014,"Alcohol-Free Hand Sanitizer, 1. fl. oz. (30 ml) bottles capped with white sprayer, OTC, contains Benzalkonium chloride. Mfg. for HLI, Portland, OR 97222 NDC: 19392-120-03.  Labeled A) Anne Arundel County Mental Health Agency, Inc., B) Family Advocacy Program, and C) Henderson Community College Nursing.",975 bottles,Microbial Contamination of Non-Sterile Product,20140806,20140806,20141106,20140813,Lot #: MB140417; Expiry: 04/2017.,,,,,,,,,,,,,,,,,,,,,,,"alcohol-free hand sanitizer, 1. fl. oz. (30 ml) bottles capped with white sprayer, otc, contains benzalkonium chloride. mfg. for hli, portland, or 97222 ndc: 19392-120-03.  labeled a) anne arundel county mental health agency, inc., b) family advocacy program, and c) henderson community college nursing."
Terminated,Baltimore,MD,United States,Class III,Drugs,81213,Lupin Pharmaceuticals Inc.,111 S Calvert St Fl 21ST,N/A,21202-6174,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0087-2019,"Testosterone Topical Solution, 30mg/1.5mL, 110mL bottles, Rx only, Manufactured for: Lupin Pharmaceuticals Inc. Baltimore, Maryland 21202 United States, Manufactured by: Lupin Limited Pithampur (M.P.) 454 775 INDIA, NDC 68180-943-11","6,752 bottles",Defective Container: Repetitive complaints received indicating pump not working.,20181009,20181023,20191216,20181031,"Lot #: K700085, K700087, Exp. November 2019",['ANDA208061'],['TESTOSTERONE'],['TESTOSTERONE'],"['Lupin Pharmaceuticals, Inc.']",['68180-943'],['HUMAN PRESCRIPTION DRUG'],['TOPICAL'],['TESTOSTERONE'],['1599949'],['98f5bfec-4374-4cbc-b401-b0b1352858e4'],['29c8846f-121c-4958-9e03-3bd271c21558'],['68180-943-11'],[True],['3XMK78S47O'],,,"['N0000175824', 'N0000000146', 'M0001109']",['Androgen Receptor Agonists [MoA]'],['Androgen [EPC]'],['Androstanes [CS]'],,,"testosterone topical solution, 30mg/1.5ml, 110ml bottles, rx only, manufactured for: lupin pharmaceuticals inc. baltimore, maryland 21202 united states, manufactured by: lupin limited pithampur (m.p.) 454 775 india, ndc 68180-943-11"
